Age,Years_at_Company,Job_Satisfaction,Tasks_Per_Hour,Tasks_Per_Meeting,Overtime_Efficiency,Total_Work_Hours,Meeting_Burden,Overtime_Ratio,Job_Level_Numeric,Age_Experience_Ratio,Seniority_Score,Work_Life_Score,Satisfaction_Balance,Dept_HR,Dept_IT,Dept_Marketing,Dept_Operations,Dept_Sales,Remote_No,Remote_Yes,WLB_Excellent,WLB_Good,WLB_Poor
56,13,1,1.3300964552464398,0.8666666666666667,1.625,243,11.451091199762056,0.1278538812785388,1,4.0,13,3.0,9.0,False,False,False,False,False,False,False,False,False,False
39,14,4,1.0920281941824679,1.4,0.6363636363636364,181,4.986683288944296,0.27586206896551724,1,2.6,14,3.0,12.0,False,False,True,False,False,True,False,False,True,False
28,16,4,1.6921031523661976,2.0,2.0,206,5.796592306341121,0.12903225806451613,4,1.6470588235294117,64,3.0,9.0,False,True,False,False,False,False,False,False,False,False
28,26,8,2.5438369767789855,2.8333333333333335,1.5454545454545454,187,5.979235744958418,0.26490066225165565,1,1.037037037037037,26,3.0,18.0,True,False,False,False,False,False,True,False,True,False
43,24,6,1.999789495842543,4.75,1.3571428571428572,261,2.524190155658393,0.24413145539906103,2,1.72,48,3.0,6.0,False,True,False,False,False,False,False,False,False,True
31,28,9,0.8047700918169514,1.2,1.5,176,4.288081083715038,0.07142857142857142,4,1.0689655172413792,97,3.0,9.0,False,True,False,False,False,False,True,False,False,False
48,1,4,0.6284726685806516,0.2857142857142857,1.0,152,16.32233763269033,0.08333333333333333,4,9.080459770114944,4,3.0,12.0,False,True,False,False,False,False,True,False,True,False
25,29,3,0.4535568131449011,0.26666666666666666,1.0,206,12.689518787079765,0.06060606060606061,1,0.8333333333333334,29,3.0,9.0,False,False,True,False,False,False,False,False,False,False
33,24,5,0.4519866869375847,0.23076923076923078,0.75,158,14.448336252189142,0.08,2,1.32,48,3.0,15.0,False,False,True,False,False,True,False,False,True,False
24,18,3,3.316881179476599,1.4615384615384615,4.75,138,16.73852396652295,0.09230769230769231,1,1.263157894736842,18,3.0,9.0,False,True,False,False,False,False,True,False,True,False
24,3,9,1.3748424659674414,2.0,1.3333333333333333,224,4.579135792190493,0.16326530612244897,1,6.0,3,3.0,18.0,False,False,True,False,False,False,False,False,True,False
46,29,8,0.9275879100360193,0.875,1.4,182,7.413826304640862,0.09411764705882353,4,1.5333333333333334,97,3.0,8.0,False,True,False,False,False,True,False,False,False,True
47,14,3,2.5026643196704623,1.9,4.75,179,9.475044264726995,0.07017543859649122,2,3.1333333333333333,28,3.0,3.0,False,True,False,False,False,True,False,False,False,True
28,17,1,1.723327588908037,1.5454545454545454,2.8333333333333335,237,8.104026227575792,0.09049773755656108,1,1.5555555555555556,17,3.0,9.0,False,False,False,True,False,False,False,False,False,False
55,24,5,1.222056263964153,0.6,1.5,182,15.193370165745858,0.12048192771084337,2,2.2,48,3.0,5.0,False,False,False,False,False,False,True,False,False,True
31,14,6,1.6687123333011542,0.7333333333333333,0.8461538461538461,193,16.972502341984903,0.3221476510067114,1,2.066666666666667,14,3.0,18.0,False,False,False,True,False,False,False,False,True,False
24,21,5,1.396662822316979,3.0,4.0,197,2.791051719034127,0.04145077720207254,4,1.0909090909090908,84,3.0,15.0,False,False,False,False,False,True,False,False,True,False
49,25,7,1.0152700720944305,0.6923076923076923,0.75,239,10.82100258228471,0.22110552763819097,2,1.8846153846153846,50,3.0,18.0,False,False,False,False,False,True,False,False,True,False
32,8,7,0.5640230223942777,0.6666666666666666,0.3333333333333333,200,5.634668579039033,0.275,2,3.5555555555555554,16,3.0,7.0,False,False,False,False,True,False,False,False,False,True
53,12,2,2.3428902746388043,1.3846153846153846,1.2857142857142858,221,12.484040289402753,0.30057803468208094,2,4.076923076923077,24,3.0,2.0,True,False,False,False,False,False,False,False,False,True
29,14,8,2.2941688851811413,1.8888888888888888,1.5454545454545454,203,8.628719909790656,0.23952095808383234,4,1.9333333333333333,56,3.0,8.0,False,False,True,False,False,False,True,False,False,True
41,2,2,1.8329972838312976,1.1111111111111112,5.416666666666666,120,11.71614964718413,0.0,3,9.080459770114944,6,3.0,9.0,False,False,False,False,False,True,False,False,False,False
26,6,4,2.428224539351521,1.8888888888888888,1.8888888888888888,186,9.132420091324201,0.20253164556962025,4,3.7142857142857144,24,3.0,4.0,True,False,False,False,False,True,False,False,False,True
34,12,7,1.1763321962122104,2.5,0.8333333333333334,231,2.820874471086037,0.23036649214659685,2,2.6153846153846154,24,3.0,9.0,True,False,False,False,False,True,False,False,False,False
32,29,6,1.245110739394549,1.2857142857142858,1.8,175,6.634165954666533,0.09815950920245399,3,1.0666666666666667,87,3.0,9.0,False,False,False,True,False,False,False,False,False,False
55,4,2,1.9524085621990037,1.3636363636363635,1.5,205,10.403366907835627,0.20809248554913296,2,9.080459770114944,8,3.0,6.0,False,False,True,False,False,False,False,False,True,False
24,26,4,1.4972097454743434,1.0833333333333333,2.1666666666666665,211,10.126794158262545,0.10256410256410256,2,0.8888888888888888,52,3.0,4.0,False,False,False,True,False,False,True,False,False,True
36,29,3,0.8323334522381124,1.1666666666666667,0.5384615384615384,233,4.752235710891261,0.25396825396825395,2,1.2,58,3.0,12.0,False,False,False,False,True,False,True,True,False,False
54,4,6,1.6791073254873228,2.5,2.5,143,4.025126547539184,0.08888888888888889,2,9.080459770114944,8,3.0,9.0,False,True,False,False,False,False,False,False,False,False
31,28,6,0.46067992168441335,0.2857142857142857,0.6666666666666666,211,11.968029459764825,0.10256410256410256,2,1.0689655172413792,56,3.0,18.0,False,False,False,False,False,False,False,True,False,False
24,16,8,0.8248865780955118,0.6,0.8571428571428571,184,9.889121965837578,0.14634146341463414,1,1.411764705882353,16,3.0,18.0,False,False,False,False,True,False,True,False,True,False
35,20,8,2.0891287104378233,2.125,5.416666666666666,179,6.875920882261018,0.0,1,1.6666666666666667,20,3.0,8.0,False,False,True,False,False,False,False,False,False,True
54,16,5,2.199677380650838,2.142857142857143,1.1538461538461537,198,7.031749414020882,0.3116883116883117,4,3.176470588235294,64,3.0,15.0,False,False,False,False,True,False,False,False,True,False
54,24,4,2.0487986589681504,1.5833333333333333,5.416666666666666,204,9.48201551602539,0.0,2,2.16,48,3.0,12.0,False,False,False,True,False,True,False,False,True,False
57,8,3,1.1307248787507829,1.2222222222222223,1.2222222222222223,246,6.574032571343196,0.14678899082568808,4,6.333333333333333,32,3.0,12.0,True,False,False,False,False,True,False,True,False,False
44,3,9,1.019718981340467,0.7777777777777778,1.0,175,9.31364766894216,0.15483870967741936,2,9.080459770114944,6,3.0,9.0,False,False,False,False,True,False,False,False,False,True
22,8,5,0.9494900087755894,0.46153846153846156,0.75,167,15.17503017761683,0.1958041958041958,1,2.4444444444444446,8,3.0,15.0,False,False,False,False,False,False,False,False,True,False
48,24,4,1.7423844927780143,2.6666666666666665,2.6666666666666665,222,4.352643241532131,0.0970873786407767,1,1.92,24,3.0,4.0,False,False,False,False,True,False,False,False,False,True
53,13,2,2.5177386129549095,3.1666666666666665,2.111111111111111,198,5.2955902176006155,0.18823529411764706,3,3.7857142857142856,39,3.0,6.0,False,False,False,False,True,False,False,False,True,False
42,7,6,1.75568720601628,1.3076923076923077,1.3076923076923077,261,9.907306638646002,0.22119815668202766,1,5.25,7,3.0,9.0,True,False,False,False,False,True,False,False,False,False
41,2,5,2.062263698951162,2.0,1.3846153846153846,240,7.326617267504789,0.24489795918367346,1,9.080459770114944,2,3.0,18.0,False,False,False,True,False,False,False,True,False,False
48,5,2,0.5418132025100729,0.4166666666666667,1.0,219,9.52868449029413,0.07729468599033816,1,8.0,5,3.0,9.0,False,False,False,False,True,True,False,False,False,False
57,14,5,2.408372378158252,1.875,3.75,149,8.981162885635971,0.0851063829787234,2,3.8,28,3.0,9.0,True,False,False,False,False,False,True,False,False,False
53,5,8,1.2345553050167841,1.375,0.9166666666666666,240,6.280075034662753,0.22,1,8.833333333333334,5,3.0,9.0,False,False,False,False,False,False,True,False,False,False
50,4,4,0.4915596965736055,0.3333333333333333,2.0,183,10.805018529267313,0.02185792349726776,1,9.080459770114944,4,3.0,16.0,False,False,False,False,False,False,True,True,False,False
44,17,1,2.657325763981157,3.0,1.2857142857142858,201,5.8990722368209365,0.33986928104575165,3,2.4444444444444446,51,3.0,3.0,False,True,False,False,False,True,False,False,True,False
56,20,8,0.44587966653605543,1.0,0.2727272727272727,188,2.375553395961559,0.2631578947368421,4,2.6666666666666665,80,3.0,9.0,False,False,False,True,False,True,False,False,False,False
36,1,7,1.2863842078796879,0.8333333333333334,0.8333333333333334,215,11.309996728513344,0.25142857142857145,4,9.080459770114944,4,3.0,9.0,False,True,False,False,False,False,False,False,False,False
31,16,9,0.776370116808413,3.0,0.5454545454545454,210,1.0342233922527266,0.22988505747126436,3,1.8235294117647058,48,3.0,18.0,True,False,False,False,False,True,False,True,False,False
36,11,8,0.5905168364402571,0.4,0.6666666666666666,169,10.618330026277686,0.13071895424836602,1,3.0,11,3.0,9.0,False,True,False,False,False,True,False,False,False,False
46,23,7,1.9891289317207563,4.25,1.2142857142857142,240,2.805883853413826,0.2708333333333333,1,1.9166666666666667,23,3.0,7.0,False,True,False,False,False,False,False,False,False,True
38,11,7,0.8234325373485473,1.4,5.416666666666666,187,3.7611659614480493,0.0,1,3.1666666666666665,11,3.0,18.0,False,False,True,False,False,False,True,True,False,False
52,17,1,0.39048171243980073,0.23076923076923078,0.5,189,12.484040289402753,0.11560693641618497,2,2.888888888888889,34,3.0,4.0,False,True,False,False,False,False,False,True,False,False
32,4,6,2.348024401478469,1.4615384615384615,1.9,214,11.85344827586207,0.1978021978021978,3,6.4,12,3.0,18.0,False,False,False,True,False,False,True,False,True,False
41,16,9,0.7332257935502793,2.5,0.8333333333333334,170,1.171958235670147,0.12987012987012986,2,2.411764705882353,32,3.0,9.0,False,False,False,False,True,True,False,False,False,False
52,12,7,2.186036690638546,1.7777777777777777,4.0,173,8.735791929319502,0.07272727272727272,2,4.0,24,3.0,18.0,False,False,False,False,False,False,True,False,True,False
37,23,5,1.8813066529844364,2.1666666666666665,0.8666666666666667,208,5.782777836189675,0.358974358974359,4,1.5416666666666667,92,3.0,18.0,False,True,False,False,False,False,True,True,False,False
57,29,1,1.9128147721468087,1.4545454545454546,5.416666666666666,184,9.556076796108071,0.0,2,1.9,58,3.0,4.0,True,False,False,False,False,False,False,True,False,False
32,5,6,1.753343669849734,0.7857142857142857,1.375,166,16.558591940713296,0.19718309859154928,1,5.333333333333333,5,3.0,18.0,False,False,True,False,False,False,False,False,True,False
41,27,4,0.6566086164957992,0.3076923076923077,0.36363636363636365,174,15.740519914142618,0.2898550724637681,2,1.4642857142857142,54,3.0,9.0,False,False,True,False,False,True,False,False,False,False
47,29,3,0.9512382311292713,0.6666666666666666,2.6666666666666665,193,10.454918563960774,0.042328042328042326,1,1.5666666666666667,29,3.0,9.0,False,False,False,False,False,False,False,False,True,False
47,13,5,2.2350311728032,5.272727272727273,3.8,203,0.0,0.08376963350785341,1,3.357142857142857,13,3.0,5.0,False,False,False,False,False,True,False,False,False,True
27,13,1,0.9014767828752192,1.6666666666666667,0.4166666666666667,166,2.8810895756940806,0.3492063492063492,2,1.9285714285714286,26,3.0,3.0,True,False,False,False,False,True,False,False,True,False
56,3,7,0.7474929861859414,5.272727272727273,2.3333333333333335,214,0.0,0.0380952380952381,3,9.080459770114944,9,3.0,7.0,True,False,False,False,False,False,False,False,False,True
29,29,3,2.2120186345812245,4.5,4.5,191,2.9468232352547217,0.06557377049180328,1,0.9666666666666667,29,3.0,9.0,False,False,False,True,False,False,False,False,False,False
28,9,6,0.814704175976102,0.6666666666666666,0.6666666666666666,194,8.681925808997633,0.1927710843373494,2,2.8,18,3.0,18.0,False,False,False,True,False,True,False,True,False,False
58,18,7,0.7673437118508097,0.5454545454545454,0.8571428571428571,196,10.222098318000185,0.13636363636363635,3,3.0526315789473686,54,3.0,18.0,True,False,False,False,False,True,False,False,True,False
37,18,4,0.5819428426320745,1.25,0.5,225,2.791051719034127,0.18652849740932642,3,1.9473684210526316,54,3.0,12.0,False,False,True,False,False,True,False,False,True,False
30,29,7,1.5491357700143649,2.142857142857143,1.875,241,4.953653319323001,0.12903225806451613,2,1.0,58,3.0,7.0,False,False,True,False,False,True,False,False,False,True
32,29,8,2.6333948261536944,2.125,1.4166666666666667,186,8.665316227774028,0.3013698630136986,1,1.0666666666666667,29,3.0,18.0,True,False,False,False,False,True,False,False,True,False
42,15,9,2.4877694587613526,1.9,5.416666666666666,172,9.418704214632289,0.023255813953488372,1,2.625,15,3.0,18.0,False,True,False,False,False,True,False,False,True,False
28,24,9,2.133978003611347,1.625,1.3,170,9.181969949916528,0.2608695652173913,3,1.12,72,3.0,18.0,False,False,False,True,False,True,False,True,False,False
33,21,7,1.0601004686125934,0.8888888888888888,0.8888888888888888,198,8.472944348160986,0.18823529411764706,1,1.5,21,3.0,18.0,False,True,False,False,False,False,False,False,True,False
42,15,1,1.3198548159702432,1.0,1.0,244,9.67148908960115,0.21568627450980393,3,2.625,45,3.0,3.0,True,False,False,False,False,True,False,False,True,False
26,7,5,0.5155363921825936,3.0,0.42857142857142855,152,0.0,0.18181818181818182,2,3.25,14,3.0,15.0,True,False,False,False,False,True,False,False,True,False
27,9,1,0.9512382311292713,0.6666666666666666,0.8,221,10.454918563960774,0.19047619047619047,2,2.7,18,3.0,9.0,False,False,True,False,False,False,False,False,False,False
47,27,1,1.9524085621990037,2.142857142857143,5.416666666666666,169,6.242020144701376,0.0,2,1.6785714285714286,54,3.0,2.0,False,True,False,False,False,True,False,False,False,True
50,16,2,1.1510155677762146,1.8,1.0,204,4.088839327200074,0.18181818181818182,1,2.9411764705882355,16,3.0,8.0,False,False,False,True,False,False,True,True,False,False
24,2,3,1.5564422559923028,1.6666666666666667,1.3636363636363635,252,6.636000301636377,0.18518518518518517,3,8.0,6,3.0,12.0,False,False,False,False,False,True,False,True,False,False
32,23,9,0.8197637589894547,1.2,0.6666666666666666,193,4.367895964659751,0.19393939393939394,2,1.3333333333333333,46,3.0,9.0,False,False,False,False,False,False,False,False,False,False
44,23,3,1.0665244634048794,0.6153846153846154,5.416666666666666,165,12.786361214704316,0.0,2,1.8333333333333333,46,3.0,12.0,False,False,False,False,True,False,True,True,False,False
46,20,4,1.747483903523937,5.272727272727273,1.1333333333333333,270,0.8217540714178995,0.25688073394495414,1,2.1904761904761907,20,3.0,9.0,False,False,False,True,False,True,False,False,False,False
33,13,3,1.4324115671884736,0.9333333333333333,2.8,231,11.451091199762056,0.0730593607305936,1,2.357142857142857,13,3.0,9.0,False,False,False,False,False,False,True,False,False,False
22,23,2,0.9942267062850947,1.6,5.416666666666666,177,3.9734501286856014,0.0,1,0.9166666666666666,23,3.0,6.0,False,True,False,False,False,True,False,False,True,False
25,4,4,1.2830980986819083,0.7777777777777778,1.0,144,11.71614964718413,0.1935483870967742,2,5.0,8,3.0,12.0,False,False,True,False,False,False,True,False,True,False
22,14,9,1.4458600520134073,5.272727272727273,1.1666666666666667,257,0.0,0.20276497695852536,1,1.4666666666666666,14,3.0,9.0,False,True,False,False,False,False,False,False,False,False
27,9,6,1.980836121352276,2.7142857142857144,1.9,247,5.000568246391635,0.16744186046511628,1,2.7,9,3.0,9.0,False,True,False,False,False,True,False,False,False,False
55,14,1,1.2630249447426587,4.0,1.5,237,1.6827934371055955,0.13145539906103287,3,3.6666666666666665,42,3.0,4.0,False,False,False,False,False,True,False,True,False,False
48,11,6,1.0944075772800987,0.7692307692307693,0.6666666666666666,257,10.498270171392214,0.2731707317073171,2,4.0,22,3.0,9.0,True,False,False,False,False,False,False,False,False,False
37,20,5,3.2993951108963357,1.2857142857142858,2.5714285714285716,144,19.038743176674213,0.1935483870967742,3,1.7619047619047619,60,3.0,9.0,False,False,False,False,True,False,False,False,False,False
32,13,8,2.3371786379372836,1.7,5.416666666666666,164,9.889121965837578,0.024390243902439025,3,2.2857142857142856,39,3.0,9.0,False,False,False,False,False,False,True,False,False,False
35,29,9,2.1075067955119686,4.0,4.0,179,3.1583480882423314,0.07017543859649122,2,1.1666666666666667,58,3.0,18.0,False,False,False,False,False,True,False,True,False,False
59,17,4,1.9601825543752662,4.5,2.5714285714285716,226,2.6115859449192786,0.11650485436893204,2,3.2777777777777777,34,3.0,12.0,False,False,False,False,False,True,False,False,True,False
31,22,8,1.0090724789241454,0.8333333333333334,5.0,222,8.873569961865652,0.018018018018018018,2,1.3478260869565217,44,3.0,18.0,False,False,False,False,True,False,False,True,False,False
34,5,8,0.43414768915025453,0.3,0.6,168,10.409000105141414,0.10256410256410256,2,5.666666666666667,10,3.0,18.0,False,False,True,False,False,True,False,False,True,False
55,4,4,1.03652982378993,4.5,0.8181818181818182,231,0.9206176507511404,0.20512820512820512,2,9.080459770114944,8,3.0,12.0,False,False,False,True,False,True,False,False,True,False
54,27,1,0.628505585129177,2.0,0.42857142857142855,262,1.6747868453105972,0.24299065420560748,2,1.9285714285714286,54,3.0,9.0,False,False,False,False,False,False,False,False,False,False
54,29,4,1.093018345319273,2.6666666666666665,0.8,197,2.1839479823298755,0.21818181818181817,2,1.8,58,3.0,12.0,False,False,True,False,False,False,False,False,True,False
34,13,7,2.9443718410983926,1.4166666666666667,1.7,163,15.222998049946531,0.2748091603053435,4,2.4285714285714284,52,3.0,9.0,False,False,True,False,False,True,False,False,False,False
38,12,3,1.6156183977132788,1.0,1.1818181818181819,217,11.920350386056803,0.22099447513812154,3,2.923076923076923,36,3.0,3.0,False,True,False,False,False,False,True,False,False,True
30,3,6,1.227781343304406,1.7142857142857142,0.8,271,4.907610514183738,0.2557077625570776,2,7.5,6,3.0,6.0,True,False,False,False,False,False,False,False,False,True
34,4,2,0.9800912771876331,0.9,0.8181818181818182,242,7.834757834757836,0.1941747572815534,2,6.8,8,3.0,8.0,False,False,False,False,True,False,True,True,False,False
37,17,7,2.3620673457610284,1.2307692307692308,2.0,177,14.157773368370247,0.1830065359477124,2,2.0555555555555554,34,3.0,7.0,True,False,False,False,False,False,False,False,False,True
58,21,8,0.983119393147211,0.7272727272727273,1.3333333333333333,199,9.82274411751574,0.1092896174863388,1,2.6363636363636362,21,3.0,9.0,False,False,True,False,False,True,False,False,False,False
51,18,9,0.703125713398654,0.5384615384615384,5.416666666666666,219,9.636091542869657,0.0,4,2.6842105263157894,72,3.0,18.0,False,False,True,False,False,False,False,True,False,False
54,15,1,2.898730449070701,1.1333333333333333,1.1333333333333333,185,19.074750727689356,0.42105263157894735,2,3.375,30,3.0,9.0,False,False,False,False,True,False,False,False,False,False
27,7,9,0.36061238539629115,0.375,0.75,195,6.725771935188017,0.06417112299465241,3,3.375,21,3.0,18.0,True,False,False,False,False,False,False,False,True,False
33,9,3,1.8448994336287752,1.625,1.1818181818181819,195,7.939372067845543,0.25157232704402516,1,3.3,9,3.0,3.0,False,True,False,False,False,False,False,False,False,True
23,14,7,0.48880923108826707,0.3333333333333333,0.6,151,10.416050186423625,0.11510791366906475,2,1.5333333333333334,28,3.0,9.0,True,False,False,False,False,True,False,False,False,False
54,22,6,3.425611774925833,5.272727272727273,2.375,150,1.4405447878470403,0.2222222222222222,2,2.347826086956522,44,3.0,9.0,False,False,False,False,False,False,False,False,False,False
36,22,9,0.8584444596189678,0.8,2.6666666666666665,213,7.720201193122003,0.03827751196172249,3,1.565217391304348,66,3.0,18.0,True,False,False,False,False,False,True,False,True,False
38,10,9,0.9657500170713387,1.125,5.416666666666666,205,6.00460092798378,0.0,4,3.4545454545454546,40,3.0,9.0,False,False,True,False,False,True,False,False,False,True
56,28,4,1.833135642234661,1.4166666666666667,2.125,232,9.48201551602539,0.1346153846153846,2,1.9310344827586208,56,3.0,12.0,False,False,False,False,True,True,False,False,True,False
52,10,5,1.75568720601628,2.8333333333333335,5.416666666666666,221,4.128044432769168,0.03686635944700461,1,4.7272727272727275,10,3.0,9.0,False,False,False,False,False,False,True,False,False,False
51,19,4,0.9039733738751694,1.5,0.8571428571428571,170,3.6120840630472855,0.16,2,2.55,38,3.0,12.0,False,False,True,False,False,True,False,False,True,False
59,24,9,0.9512382311292713,0.5333333333333333,5.416666666666666,185,13.306259990495532,0.0,1,2.36,24,3.0,9.0,True,False,False,False,False,False,False,False,False,False
37,13,5,1.1516998042110334,2.5,1.6666666666666667,211,2.761852952253421,0.10256410256410256,2,2.642857142857143,26,3.0,5.0,False,False,False,False,True,False,True,False,False,True
38,3,9,1.222056263964153,1.0,0.6,218,8.681925808997633,0.3373493975903614,2,9.080459770114944,6,3.0,9.0,False,False,False,False,False,False,False,False,False,True
28,16,8,1.084339046063286,0.5833333333333334,5.416666666666666,142,13.616925500787756,0.0,2,1.6470588235294117,32,3.0,18.0,True,False,False,False,False,False,False,False,True,False
26,11,2,1.1137689688777512,2.0,0.5714285714285714,210,3.338053813473599,0.32098765432098764,2,2.1666666666666665,22,3.0,8.0,False,False,False,False,False,False,True,True,False,False
48,4,6,1.2609698004101335,4.5,1.0,189,1.1197638316282383,0.19875776397515527,2,9.080459770114944,8,3.0,9.0,False,True,False,False,False,False,False,False,False,False
22,3,7,1.5610687515320405,0.7857142857142857,2.75,167,14.744548125998865,0.07547169811320754,1,5.5,3,3.0,9.0,False,True,False,False,False,False,True,False,False,False
23,2,3,0.6615447068905894,0.8,0.4,169,5.286237760557458,0.26277372262773724,1,7.666666666666667,2,3.0,12.0,False,False,False,False,True,False,True,True,False,False
25,15,9,1.8502770743194628,5.272727272727273,5.416666666666666,214,0.8217540714178995,0.0,3,1.5625,45,3.0,9.0,False,True,False,False,False,False,False,False,False,False
22,1,4,0.4999375078115236,0.8,0.3333333333333333,220,3.9960039960039966,0.24444444444444444,3,9.080459770114944,3,3.0,12.0,False,False,True,False,False,False,False,False,True,False
50,1,4,1.4576381443423159,1.5714285714285714,1.0,206,6.354708261120739,0.23529411764705882,2,9.080459770114944,2,3.0,9.0,True,False,False,False,False,False,True,False,False,False
42,1,4,1.0351601557445507,4.0,0.5333333333333333,226,1.0342233922527266,0.3218390804597701,3,9.080459770114944,3,3.0,12.0,False,False,False,False,False,False,True,False,True,False
56,26,3,1.753343669849734,1.2222222222222223,5.416666666666666,142,10.189902732746642,0.028169014084507043,2,2.074074074074074,52,3.0,12.0,False,False,False,False,False,False,False,True,False,False
55,21,6,1.4762920911006427,0.7692307692307693,5.416666666666666,149,14.157773368370247,0.0,1,2.5,21,3.0,18.0,False,False,False,True,False,False,False,False,True,False
23,10,9,1.6293641036275568,5.272727272727273,1.4285714285714286,159,0.0,0.17266187050359713,1,2.090909090909091,10,3.0,9.0,False,True,False,False,False,True,False,False,False,False
46,1,6,0.7896545005178903,0.7,5.416666666666666,195,8.115751936713531,0.0,2,9.080459770114944,2,3.0,6.0,False,False,False,False,False,False,False,False,False,True
27,16,2,1.9232660554468863,1.4545454545454546,5.416666666666666,183,9.608245621697167,0.0,3,1.588235294117647,48,3.0,2.0,False,False,False,False,False,False,True,False,False,True
29,5,7,1.351789165577415,1.2222222222222223,5.416666666666666,183,7.858195294012591,0.02185792349726776,1,4.833333333333333,5,3.0,18.0,True,False,False,False,False,False,True,False,True,False
56,20,8,1.3814956864487835,3.25,5.416666666666666,207,2.5485577480016994,0.0,1,2.6666666666666665,20,3.0,18.0,False,False,False,False,True,False,False,False,True,False
40,18,9,0.5465091726596365,0.26666666666666666,0.36363636363636365,201,15.287635876309128,0.24242424242424243,2,2.1052631578947367,36,3.0,18.0,False,False,False,True,False,True,False,False,True,False
30,3,3,1.5411853116123855,3.6666666666666665,1.1,193,2.2395276632564767,0.2236024844720497,1,7.5,3,3.0,3.0,False,False,False,False,False,False,True,False,False,True
54,8,9,0.6110364288809146,0.5,0.35714285714285715,232,8.791403960571886,0.2826086956521739,2,6.0,16,3.0,9.0,False,True,False,False,False,True,False,False,False,True
29,15,6,0.8185208955362707,2.6666666666666665,1.0,243,1.6358701713945794,0.1278538812785388,1,1.8125,15,3.0,18.0,False,True,False,False,False,True,False,False,True,False
59,3,7,1.561926849759203,1.3333333333333333,2.4,185,8.322693526268502,0.09248554913294797,1,9.080459770114944,3,3.0,18.0,False,False,False,True,False,True,False,False,True,False
53,19,1,0.6375795163089942,0.36363636363636365,1.0,150,12.737378415933303,0.08450704225352113,4,2.65,76,3.0,9.0,False,False,False,False,True,False,False,False,False,False
44,2,9,1.3834563771050545,1.4285714285714286,0.7142857142857143,211,6.634165954666533,0.31901840490797545,2,9.080459770114944,4,3.0,9.0,False,False,False,False,False,False,True,False,False,False
55,12,3,1.4576381443423159,5.272727272727273,3.6666666666666665,174,1.0591180435201233,0.047058823529411764,1,4.230769230769231,12,3.0,12.0,False,False,False,False,False,False,True,True,False,False
44,21,2,2.309111599695065,5.272727272727273,1.7272727272727273,221,1.94286218925244,0.21621621621621623,2,2.0,42,3.0,2.0,False,False,False,False,False,True,False,False,False,True
53,18,9,0.4680303368754721,4.0,4.0,188,0.0,0.0,1,2.789473684210526,18,3.0,9.0,False,False,False,False,True,False,False,False,False,False
22,10,3,1.466471137181709,2.2,2.75,177,4.262120404901438,0.07100591715976332,3,2.0,30,3.0,9.0,False,True,False,False,False,False,False,False,True,False
28,10,7,0.48345804353319927,0.8,0.3076923076923077,230,3.8643948708940807,0.25806451612903225,3,2.5454545454545454,30,3.0,18.0,False,False,False,False,False,True,False,False,True,False
45,13,3,2.252713495801761,1.2142857142857142,4.25,178,13.768534565761602,0.07058823529411765,2,3.2142857142857144,26,3.0,9.0,False,False,False,True,False,True,False,False,False,False
23,12,2,0.9089256498818397,0.35714285714285715,0.38461538461538464,169,18.88162672476398,0.384,2,1.7692307692307692,24,3.0,9.0,False,False,False,False,False,False,True,False,False,False
39,7,9,1.2939501946806884,1.1111111111111112,3.3333333333333335,178,8.273787138021813,0.04597701149425287,2,4.875,14,3.0,9.0,False,False,False,True,False,True,False,False,False,True
40,26,3,0.9208360074783045,0.6,0.8181818181818182,255,11.451091199762056,0.182648401826484,1,1.4814814814814814,26,3.0,9.0,False,False,False,True,False,True,False,False,True,False
57,24,1,1.5712639628229426,1.5,2.5,230,7.536540803897687,0.09345794392523364,2,2.28,48,3.0,9.0,False,False,True,False,False,True,False,False,False,False
49,16,9,2.544991819669151,4.666666666666667,1.0,173,2.904865649963689,0.416,2,2.8823529411764706,32,3.0,18.0,True,False,False,False,False,True,False,True,False,False
56,22,3,2.1150863339785415,1.0,3.75,168,15.777072021309293,0.075,1,2.4347826086956523,22,3.0,3.0,False,False,False,False,True,True,False,False,False,True
53,9,4,2.679109356372819,1.5833333333333333,2.375,184,12.396270873885873,0.175,2,5.3,18,3.0,16.0,True,False,False,False,False,False,True,True,False,False
34,5,3,2.124734408198975,2.8333333333333335,1.7,212,4.9950049950049955,0.2,2,5.666666666666667,10,3.0,9.0,False,False,False,False,True,True,False,False,False,False
27,22,2,2.4960644438456407,1.0666666666666667,5.416666666666666,141,17.45339151130504,0.0,1,1.173913043478261,22,3.0,9.0,True,False,False,False,False,True,False,False,False,False
50,4,9,0.5068610555611874,0.3333333333333333,0.4166666666666667,261,11.345636718606109,0.19909502262443438,3,9.080459770114944,12,3.0,9.0,False,False,True,False,False,False,True,False,False,True
31,9,1,2.2838784408431776,2.111111111111111,1.3571428571428572,235,7.686596497357733,0.27807486631016043,1,3.1,9,3.0,3.0,True,False,False,False,False,False,True,False,True,False
31,18,7,0.7332565159840398,2.3333333333333335,0.7,246,1.6747868453105972,0.16822429906542055,2,1.631578947368421,36,3.0,9.0,False,False,False,False,False,True,False,False,False,False
55,14,1,1.4298427173010968,1.8571428571428572,0.8666666666666667,256,5.275357685236991,0.27450980392156865,2,3.6666666666666665,28,3.0,3.0,True,False,False,False,False,True,False,False,True,False
